cell,month,y,roll3_mean,trend_1,prior_hotspot_freq,neigh_lag1_sum,osm_retail_density,osm_food_drink_density,osm_licensed_count,osm_transport_nodes,osm_road_density_m,centroid_lon,centroid_lat
15,2025-09,0,7.0,0,0.0,58,32.0,48.0,0,4,5270.596898603702,-0.101845,51.511159
16,2025-09,0,1.667,2,0.0,102,16.0,64.0,0,2,4825.660292603709,-0.098232,51.511159
17,2025-09,0,8.0,8,0.0,127,16.0,96.0,1,3,5834.778735026155,-0.094619,51.511159
18,2025-09,1,13.0,8,0.25,132,48.0,176.0,4,5,5731.312320147181,-0.091006,51.511159
19,2025-09,0,10.0,0,0.125,159,80.0,224.0,7,12,6752.066155706512,-0.087394,51.511159
20,2025-09,1,49.0,4,1.0,75,432.0,656.0,9,7,4463.054978279923,-0.083781,51.511159
21,2025-09,0,13.333,-3,0.0,140,176.0,304.0,6,0,4254.493905766637,-0.080168,51.511159
22,2025-09,0,20.333,-5,0.875,69,80.0,288.0,8,5,5202.287362615168,-0.076555,51.511159
23,2025-09,0,3.667,0,0.0,47,16.0,32.0,1,2,4666.905253155827,-0.072942,51.511159
24,2025-09,0,0.0,0,0.0,25,48.0,80.0,2,1,3829.987626692085,-0.112683,51.513408
25,2025-09,0,11.0,7,0.0,30,96.0,192.0,1,3,4689.39736924572,-0.10907,51.513408
26,2025-09,0,9.667,1,0.0,78,128.0,112.0,6,4,5487.727279547419,-0.105458,51.513408
27,2025-09,1,28.667,6,1.0,48,112.0,96.0,0,5,5233.185372707451,-0.101845,51.513408
28,2025-09,0,3.333,4,0.0,121,64.0,96.0,2,4,4639.396334071074,-0.098232,51.513408
29,2025-09,1,41.0,10,1.0,68,144.0,336.0,4,6,5102.7979261949895,-0.094619,51.513408
30,2025-09,1,20.0,-5,0.75,107,80.0,112.0,1,12,5738.006812981806,-0.091006,51.513408
31,2025-09,1,13.0,-8,0.25,146,512.0,208.0,9,13,6123.273570437473,-0.087394,51.513408
32,2025-09,0,16.667,-3,0.5,132,416.0,384.0,7,7,3891.0455139649252,-0.083781,51.513408
33,2025-09,0,5.667,-2,0.0,160,16.0,64.0,9,2,4248.145542979366,-0.080168,51.513408
34,2025-09,1,21.0,-12,0.75,61,144.0,256.0,6,7,5178.538239643103,-0.076555,51.513408
35,2025-09,0,9.333,-4,0.0,47,16.0,112.0,2,1,3626.7383133548465,-0.072942,51.513408
36,2025-09,0,1.667,0,0.0,28,48.0,112.0,5,0,4703.2065780459125,-0.112683,51.515656
37,2025-09,0,6.333,-2,0.0,45,64.0,256.0,2,0,4705.21995689305,-0.10907,51.515656
38,2025-09,0,0.0,0,0.0,101,16.0,112.0,2,2,3771.463215003219,-0.105458,51.515656
39,2025-09,0,6.667,-2,0.0,94,32.0,64.0,0,5,4273.907879513262,-0.101845,51.515656
40,2025-09,0,13.0,-3,0.625,122,128.0,176.0,2,10,4678.219288780764,-0.098232,51.515656
41,2025-09,0,4.667,2,0.0,106,16.0,96.0,3,0,5475.527626092632,-0.094619,51.515656
42,2025-09,0,1.667,-1,0.0,125,16.0,128.0,2,1,4513.7437553354,-0.091006,51.515656
43,2025-09,0,3.0,2,0.0,106,48.0,192.0,3,1,2912.949272204903,-0.087394,51.515656
44,2025-09,1,20.0,10,0.625,165,144.0,192.0,7,7,3750.133321194052,-0.083781,51.515656
45,2025-09,0,9.667,-1,0.0,179,48.0,320.0,5,3,5083.697337610419,-0.080168,51.515656
46,2025-09,0,10.0,1,0.0,148,144.0,304.0,6,1,4691.752992501009,-0.076555,51.515656
47,2025-09,0,0.0,0,0.0,40,80.0,128.0,0,4,3758.837858525135,-0.072942,51.515656
48,2025-09,0,8.667,-7,0.0,10,144.0,176.0,1,7,3888.727359484263,-0.112683,51.517904
49,2025-09,0,5.333,0,0.0,23,256.0,112.0,2,4,4439.100510267371,-0.10907,51.517904
50,2025-09,0,6.667,9,0.0,37,32.0,16.0,2,8,5939.694871443936,-0.105458,51.517904
51,2025-09,0,14.667,5,0.375,47,16.0,0.0,1,1,4972.325388814089,-0.101845,51.517904
52,2025-09,0,8.0,-2,0.0,60,16.0,80.0,0,3,5059.336124728675,-0.098232,51.517904
53,2025-09,0,1.667,0,0.0,65,16.0,0.0,1,2,4875.025974631033,-0.094619,51.517904
54,2025-09,1,25.333,-14,0.5,47,0.0,48.0,1,2,5210.5716847500935,-0.091006,51.517904
55,2025-09,1,26.0,-6,0.875,57,176.0,144.0,1,9,5597.982707299784,-0.087394,51.517904
56,2025-09,0,0.0,0,0.0,167,384.0,400.0,1,13,5327.01444482606,-0.083781,51.517904
57,2025-09,1,99.333,-6,1.0,50,288.0,672.0,9,7,4913.80540307647,-0.080168,51.517904
58,2025-09,0,4.667,0,0.0,123,272.0,304.0,1,0,5294.000726628905,-0.076555,51.517904
59,2025-09,0,0.0,0,0.0,13,176.0,272.0,2,4,3930.014179372386,-0.072942,51.517904
60,2025-09,0,0.0,0,0.0,10,48.0,64.0,0,5,4594.767339701483,-0.112683,51.520153
61,2025-09,0,0.0,0,0.0,23,512.0,192.0,1,0,5078.08719248086,-0.10907,51.520153
62,2025-09,0,0.0,0,0.0,40,80.0,48.0,1,6,5049.605136938941,-0.105458,51.520153
63,2025-09,0,1.333,3,0.0,53,16.0,80.0,3,0,4306.322758694907,-0.101845,51.520153
64,2025-09,0,8.0,4,0.0,50,112.0,64.0,1,7,6201.923166838686,-0.098232,51.520153
65,2025-09,0,9.0,-7,0.125,60,0.0,48.0,0,1,4994.165696003506,-0.094619,51.520153
66,2025-09,0,7.667,-3,0.125,61,32.0,96.0,1,1,4465.674757182971,-0.091006,51.520153
67,2025-09,0,0.0,0,0.0,50,48.0,48.0,2,8,4362.68016660346,-0.087394,51.520153
68,2025-09,0,0.0,0,0.0,130,16.0,128.0,1,0,3949.988519273004,-0.083781,51.520153
69,2025-09,0,2.333,1,0.0,108,32.0,128.0,3,4,4114.350392064077,-0.080168,51.520153
70,2025-09,0,0.0,0,0.0,112,144.0,224.0,1,1,4514.52220470101,-0.076555,51.520153
71,2025-09,0,0.0,0,0.0,5,208.0,128.0,3,1,3716.773322011593,-0.072942,51.520153
72,2025-09,0,0.0,0,0.0,0,224.0,96.0,3,3,5800.716006983319,-0.112683,51.522401
73,2025-09,0,0.0,0,0.0,0,128.0,144.0,3,2,6541.270475723095,-0.10907,51.522401
74,2025-09,0,0.0,0,0.0,3,48.0,96.0,0,3,4912.842911034941,-0.105458,51.522401
75,2025-09,0,0.0,0,0.0,18,192.0,144.0,1,2,4067.16197917632,-0.101845,51.522401
76,2025-09,0,3.0,2,0.0,28,160.0,96.0,0,3,4186.612577165102,-0.098232,51.522401
77,2025-09,0,6.0,5,0.0,26,128.0,80.0,1,0,3842.531609910661,-0.094619,51.522401
78,2025-09,0,0.0,0,0.0,21,80.0,32.0,0,1,4804.3216936903855,-0.091006,51.522401
79,2025-09,0,0.0,0,0.0,6,16.0,48.0,3,2,3210.378683503154,-0.087394,51.522401
80,2025-09,0,0.0,0,0.0,4,32.0,80.0,2,0,4404.320766141274,-0.083781,51.522401
81,2025-09,0,0.333,0,0.0,4,32.0,64.0,0,2,4005.6885579557606,-0.080168,51.522401
82,2025-09,0,0.0,0,0.0,4,80.0,128.0,3,5,4126.597769491193,-0.076555,51.522401
83,2025-09,0,0.0,0,0.0,0,0.0,0.0,0,1,1782.1743899911505,-0.072942,51.522401
0,2025-10,0,0.0,0,0.0,1,0.0,16.0,0,0,486.3832898619621,-0.112683,51.508911
1,2025-10,0,0.0,0,0.0,17,224.0,112.0,0,0,1743.4436845976547,-0.10907,51.508911
2,2025-10,0,0.0,0,0.0,23,0.0,32.0,2,2,2882.081028394153,-0.105458,51.508911
3,2025-10,0,0.0,0,0.0,25,64.0,16.0,0,2,1767.4705532699345,-0.101845,51.508911
4,2025-10,0,0.0,0,0.0,14,64.0,16.0,0,0,1693.9325757767406,-0.098232,51.508911
5,2025-10,0,0.0,0,0.0,47,0.0,64.0,0,1,2117.5008513630705,-0.094619,51.508911
6,2025-10,1,22.667,-21,0.333,33,0.0,0.0,2,0,1274.0807724673782,-0.091006,51.508911
7,2025-10,0,0.0,0,0.0,97,48.0,64.0,1,3,4077.1109004234677,-0.087394,51.508911
8,2025-10,0,8.0,-3,0.0,77,0.0,16.0,1,0,3515.835855448563,-0.083781,51.508911
9,2025-10,0,16.0,-2,0.333,70,64.0,240.0,4,2,4529.994665175652,-0.080168,51.508911
10,2025-10,0,1.667,-3,0.0,37,64.0,16.0,0,5,4919.100496102833,-0.076555,51.508911
11,2025-10,0,0.0,0,0.0,15,0.0,80.0,1,1,4698.820840322538,-0.072942,51.508911
12,2025-10,0,0.0,0,0.0,9,16.0,32.0,0,3,3394.742433326478,-0.112683,51.511159
13,2025-10,0,3.667,-6,0.0,39,0.0,16.0,0,2,2656.724682326329,-0.10907,51.511159
14,2025-10,0,11.0,7,0.111,63,0.0,32.0,0,3,5268.512014959823,-0.105458,51.511159
15,2025-10,0,6.667,-1,0.0,71,32.0,48.0,0,4,5270.596898603702,-0.101845,51.511159
16,2025-10,0,2.333,0,0.0,86,16.0,64.0,0,2,4825.660292603709,-0.098232,51.511159
17,2025-10,0,6.333,-6,0.0,107,16.0,96.0,1,3,5834.778735026155,-0.094619,51.511159
18,2025-10,0,16.0,2,0.333,109,48.0,176.0,4,5,5731.312320147181,-0.091006,51.511159
19,2025-10,0,10.667,-4,0.111,137,80.0,224.0,7,12,6752.066155706512,-0.087394,51.511159
20,2025-10,1,52.667,-12,1.0,65,432.0,656.0,9,7,4463.054978279923,-0.083781,51.511159
21,2025-10,0,11.667,-4,0.0,107,176.0,304.0,6,0,4254.493905766637,-0.080168,51.511159
22,2025-10,1,16.0,-5,0.778,55,80.0,288.0,8,5,5202.287362615168,-0.076555,51.511159
23,2025-10,0,3.667,-1,0.0,35,16.0,32.0,1,2,4666.905253155827,-0.072942,51.511159
24,2025-10,0,0.0,0,0.0,13,48.0,80.0,2,1,3829.987626692085,-0.112683,51.513408
25,2025-10,0,9.0,-5,0.0,36,96.0,192.0,1,3,4689.39736924572,-0.10907,51.513408
26,2025-10,0,10.667,6,0.0,73,128.0,112.0,6,4,5487.727279547419,-0.105458,51.513408
27,2025-10,1,30.333,1,1.0,61,112.0,96.0,0,5,5233.185372707451,-0.101845,51.513408
28,2025-10,0,3.333,-1,0.0,108,64.0,96.0,2,4,4639.396334071074,-0.098232,51.513408
29,2025-10,1,40.667,-9,1.0,76,144.0,336.0,4,6,5102.7979261949895,-0.094619,51.513408
30,2025-10,1,18.667,9,0.778,102,80.0,112.0,1,12,5738.006812981806,-0.091006,51.513408
31,2025-10,0,13.333,8,0.333,131,512.0,208.0,9,13,6123.273570437473,-0.087394,51.513408
32,2025-10,1,13.333,-5,0.444,109,416.0,384.0,7,7,3891.0455139649252,-0.083781,51.513408
33,2025-10,0,5.667,0,0.0,123,16.0,64.0,9,2,4248.145542979366,-0.080168,51.513408
34,2025-10,1,22.0,-3,0.778,51,144.0,256.0,6,7,5178.538239643103,-0.076555,51.513408
35,2025-10,0,9.0,-1,0.0,43,16.0,112.0,2,1,3626.7383133548465,-0.072942,51.513408
36,2025-10,0,0.0,0,0.0,18,48.0,112.0,5,0,4703.2065780459125,-0.112683,51.515656
37,2025-10,0,5.333,-1,0.0,36,64.0,256.0,2,0,4705.21995689305,-0.10907,51.515656
38,2025-10,0,0.0,0,0.0,84,16.0,112.0,2,2,3771.463215003219,-0.105458,51.515656
39,2025-10,0,5.667,0,0.0,88,32.0,64.0,0,5,4273.907879513262,-0.101845,51.515656
40,2025-10,1,11.667,2,0.556,103,128.0,176.0,2,10,4678.219288780764,-0.098232,51.515656
41,2025-10,0,5.333,0,0.0,108,16.0,96.0,3,0,5475.527626092632,-0.094619,51.515656
42,2025-10,0,2.0,2,0.0,136,16.0,128.0,2,1,4513.7437553354,-0.091006,51.515656
43,2025-10,0,4.0,2,0.0,114,48.0,192.0,3,1,2912.949272204903,-0.087394,51.515656
44,2025-10,1,18.667,-9,0.667,146,144.0,192.0,7,7,3750.133321194052,-0.083781,51.515656
45,2025-10,0,7.0,-4,0.0,138,48.0,320.0,5,3,5083.697337610419,-0.080168,51.515656
46,2025-10,0,9.333,5,0.0,111,144.0,304.0,6,1,4691.752992501009,-0.076555,51.515656
47,2025-10,0,0.0,0,0.0,36,80.0,128.0,0,4,3758.837858525135,-0.072942,51.515656
48,2025-10,0,6.667,-2,0.0,7,144.0,176.0,1,7,3888.727359484263,-0.112683,51.517904
49,2025-10,0,4.333,-2,0.0,14,256.0,112.0,2,4,4439.100510267371,-0.10907,51.517904
50,2025-10,0,8.0,-6,0.0,22,32.0,16.0,2,8,5939.694871443936,-0.105458,51.517904
51,2025-10,0,14.0,-10,0.333,37,16.0,0.0,1,1,4972.325388814089,-0.101845,51.517904
52,2025-10,0,7.333,2,0.0,40,16.0,80.0,0,3,5059.336124728675,-0.098232,51.517904
53,2025-10,0,1.333,-2,0.0,64,16.0,0.0,1,2,4875.025974631033,-0.094619,51.517904
54,2025-10,0,25.333,-1,0.556,53,0.0,48.0,1,2,5210.5716847500935,-0.091006,51.517904
55,2025-10,0,26.333,4,0.889,53,176.0,144.0,1,9,5597.982707299784,-0.087394,51.517904
56,2025-10,0,0.0,0,0.0,133,384.0,400.0,1,13,5327.01444482606,-0.083781,51.517904
57,2025-10,1,97.0,-24,1.0,34,288.0,672.0,9,7,4913.80540307647,-0.080168,51.517904
58,2025-10,0,3.333,-5,0.0,97,272.0,304.0,1,0,5294.000726628905,-0.076555,51.517904
59,2025-10,0,0.0,0,0.0,13,176.0,272.0,2,4,3930.014179372386,-0.072942,51.517904
60,2025-10,0,0.0,0,0.0,6,48.0,64.0,0,5,4594.767339701483,-0.112683,51.520153
61,2025-10,0,0.0,0,0.0,13,512.0,192.0,1,0,5078.08719248086,-0.10907,51.520153
62,2025-10,0,0.0,0,0.0,20,80.0,48.0,1,6,5049.605136938941,-0.105458,51.520153
63,2025-10,0,1.333,-2,0.0,40,16.0,80.0,3,0,4306.322758694907,-0.101845,51.520153
64,2025-10,0,6.667,-6,0.0,41,112.0,64.0,1,7,6201.923166838686,-0.098232,51.520153
65,2025-10,0,6.667,-2,0.111,60,0.0,48.0,0,1,4994.165696003506,-0.094619,51.520153
66,2025-10,0,7.667,2,0.111,58,32.0,96.0,1,1,4465.674757182971,-0.091006,51.520153
67,2025-10,0,0.0,0,0.0,55,48.0,48.0,2,8,4362.68016660346,-0.087394,51.520153
68,2025-10,0,0.0,0,0.0,107,16.0,128.0,1,0,3949.988519273004,-0.083781,51.520153
69,2025-10,0,2.667,-3,0.0,79,32.0,128.0,3,4,4114.350392064077,-0.080168,51.520153
70,2025-10,0,0.0,0,0.0,80,144.0,224.0,1,1,4514.52220470101,-0.076555,51.520153
71,2025-10,0,0.0,0,0.0,0,208.0,128.0,3,1,3716.773322011593,-0.072942,51.520153
72,2025-10,0,0.0,0,0.0,0,224.0,96.0,3,3,5800.716006983319,-0.112683,51.522401
73,2025-10,0,0.0,0,0.0,0,128.0,144.0,3,2,6541.270475723095,-0.10907,51.522401
74,2025-10,0,0.0,0,0.0,1,48.0,96.0,0,3,4912.842911034941,-0.105458,51.522401
75,2025-10,0,0.0,0,0.0,17,192.0,144.0,1,2,4067.16197917632,-0.101845,51.522401
76,2025-10,0,6.667,7,0.0,16,160.0,96.0,0,3,4186.612577165102,-0.098232,51.522401
77,2025-10,0,7.667,-2,0.0,27,128.0,80.0,1,0,3842.531609910661,-0.094619,51.522401
78,2025-10,0,0.0,0,0.0,19,80.0,32.0,0,1,4804.3216936903855,-0.091006,51.522401
79,2025-10,0,0.0,0,0.0,8,16.0,48.0,3,2,3210.378683503154,-0.087394,51.522401
80,2025-10,0,0.0,0,0.0,1,32.0,80.0,2,0,4404.320766141274,-0.083781,51.522401
81,2025-10,0,0.0,0,0.0,1,32.0,64.0,0,2,4005.6885579557606,-0.080168,51.522401
82,2025-10,0,0.0,0,0.0,1,80.0,128.0,3,5,4126.597769491193,-0.076555,51.522401
83,2025-10,0,0.0,0,0.0,0,0.0,0.0,0,1,1782.1743899911505,-0.072942,51.522401
0,2025-11,0,0.0,0,0.0,3,0.0,16.0,0,0,486.3832898619621,-0.112683,51.508911
1,2025-11,0,0.0,0,0.0,11,224.0,112.0,0,0,1743.4436845976547,-0.10907,51.508911
2,2025-11,0,0.0,0,0.0,17,0.0,32.0,2,2,2882.081028394153,-0.105458,51.508911
3,2025-11,0,0.0,0,0.0,18,64.0,16.0,0,2,1767.4705532699345,-0.101845,51.508911
4,2025-11,0,0.0,0,0.0,16,64.0,16.0,0,0,1693.9325757767406,-0.098232,51.508911
5,2025-11,0,0.0,0,0.0,49,0.0,64.0,0,1,2117.5008513630705,-0.094619,51.508911
6,2025-11,0,27.0,3,0.4,33,0.0,0.0,2,0,1274.0807724673782,-0.091006,51.508911
7,2025-11,0,0.0,0,0.0,103,48.0,64.0,1,3,4077.1109004234677,-0.087394,51.508911
8,2025-11,0,6.667,5,0.0,72,0.0,16.0,1,0,3515.835855448563,-0.083781,51.508911
9,2025-11,0,14.0,-5,0.3,82,64.0,240.0,4,2,4529.994665175652,-0.080168,51.508911
10,2025-11,0,2.667,2,0.0,38,64.0,16.0,0,5,4919.100496102833,-0.076555,51.508911
11,2025-11,0,0.0,0,0.0,24,0.0,80.0,1,1,4698.820840322538,-0.072942,51.508911
12,2025-11,0,0.0,0,0.0,11,16.0,32.0,0,3,3394.742433326478,-0.112683,51.511159
13,2025-11,0,3.667,2,0.0,31,0.0,16.0,0,2,2656.724682326329,-0.10907,51.511159
14,2025-11,0,11.0,-8,0.1,59,0.0,32.0,0,3,5268.512014959823,-0.105458,51.511159
15,2025-11,0,6.333,0,0.0,55,32.0,48.0,0,4,5270.596898603702,-0.101845,51.511159
16,2025-11,0,3.333,1,0.0,87,16.0,64.0,0,2,4825.660292603709,-0.098232,51.511159
17,2025-11,0,7.333,1,0.0,123,16.0,96.0,1,3,5834.778735026155,-0.094619,51.511159
18,2025-11,0,18.333,-3,0.3,134,48.0,176.0,4,5,5731.312320147181,-0.091006,51.511159
19,2025-11,0,10.0,2,0.1,161,80.0,224.0,7,12,6752.066155706512,-0.087394,51.511159
20,2025-11,1,49.667,-1,1.0,83,432.0,656.0,9,7,4463.054978279923,-0.083781,51.511159
21,2025-11,0,9.0,-1,0.0,141,176.0,304.0,6,0,4254.493905766637,-0.080168,51.511159
22,2025-11,1,15.0,7,0.8,72,80.0,288.0,8,5,5202.287362615168,-0.076555,51.511159
23,2025-11,0,3.333,0,0.0,59,16.0,32.0,1,2,4666.905253155827,-0.072942,51.511159
24,2025-11,0,0.0,0,0.0,19,48.0,80.0,2,1,3829.987626692085,-0.112683,51.513408
25,2025-11,0,9.667,0,0.0,34,96.0,192.0,1,3,4689.39736924572,-0.10907,51.513408
26,2025-11,0,13.0,0,0.0,68,128.0,112.0,6,4,5487.727279547419,-0.105458,51.513408
27,2025-11,1,30.667,-6,1.0,72,112.0,96.0,0,5,5233.185372707451,-0.101845,51.513408
28,2025-11,0,3.333,-3,0.0,139,64.0,96.0,2,4,4639.396334071074,-0.098232,51.513408
29,2025-11,1,44.0,9,1.0,99,144.0,336.0,4,6,5102.7979261949895,-0.094619,51.513408
30,2025-11,1,23.0,9,0.8,116,80.0,112.0,1,12,5738.006812981806,-0.091006,51.513408
31,2025-11,1,13.667,1,0.3,149,512.0,208.0,9,13,6123.273570437473,-0.087394,51.513408
32,2025-11,0,14.0,10,0.5,126,416.0,384.0,7,7,3891.0455139649252,-0.083781,51.513408
33,2025-11,0,7.0,6,0.0,153,16.0,64.0,9,2,4248.145542979366,-0.080168,51.513408
34,2025-11,1,20.333,10,0.8,71,144.0,256.0,6,7,5178.538239643103,-0.076555,51.513408
35,2025-11,0,9.0,5,0.0,55,16.0,112.0,2,1,3626.7383133548465,-0.072942,51.513408
36,2025-11,0,1.333,4,0.0,27,48.0,112.0,5,0,4703.2065780459125,-0.112683,51.515656
37,2025-11,0,4.333,0,0.0,50,64.0,256.0,2,0,4705.21995689305,-0.10907,51.515656
38,2025-11,0,0.0,0,0.0,98,16.0,112.0,2,2,3771.463215003219,-0.105458,51.515656
39,2025-11,0,7.333,7,0.0,104,32.0,64.0,0,5,4273.907879513262,-0.101845,51.515656
40,2025-11,1,16.0,14,0.6,128,128.0,176.0,2,10,4678.219288780764,-0.098232,51.515656
41,2025-11,0,7.667,5,0.0,129,16.0,96.0,3,0,5475.527626092632,-0.094619,51.515656
42,2025-11,0,2.0,-1,0.0,138,16.0,128.0,2,1,4513.7437553354,-0.091006,51.515656
43,2025-11,0,5.333,0,0.0,110,48.0,192.0,3,1,2912.949272204903,-0.087394,51.515656
44,2025-11,1,19.667,2,0.7,151,144.0,192.0,7,7,3750.133321194052,-0.083781,51.515656
45,2025-11,0,8.0,8,0.0,154,48.0,320.0,5,3,5083.697337610419,-0.080168,51.515656
46,2025-11,0,9.667,-5,0.0,133,144.0,304.0,6,1,4691.752992501009,-0.076555,51.515656
47,2025-11,0,0.0,0,0.0,48,80.0,128.0,0,4,3758.837858525135,-0.072942,51.515656
48,2025-11,0,4.667,3,0.0,17,144.0,176.0,1,7,3888.727359484263,-0.112683,51.517904
49,2025-11,0,5.667,6,0.0,22,256.0,112.0,2,4,4439.100510267371,-0.10907,51.517904
50,2025-11,0,9.333,1,0.0,43,32.0,16.0,2,8,5939.694871443936,-0.105458,51.517904
51,2025-11,0,14.333,6,0.3,74,16.0,0.0,1,1,4972.325388814089,-0.101845,51.517904
52,2025-11,0,8.667,4,0.0,89,16.0,80.0,0,3,5059.336124728675,-0.098232,51.517904
53,2025-11,0,1.667,3,0.0,90,16.0,0.0,1,2,4875.025974631033,-0.094619,51.517904
54,2025-11,0,15.667,-14,0.5,58,0.0,48.0,1,2,5210.5716847500935,-0.091006,51.517904
55,2025-11,1,22.0,-11,0.8,46,176.0,144.0,1,9,5597.982707299784,-0.087394,51.517904
56,2025-11,0,0.0,0,0.0,126,384.0,400.0,1,13,5327.01444482606,-0.083781,51.517904
57,2025-11,1,84.0,-9,1.0,44,288.0,672.0,9,7,4913.80540307647,-0.080168,51.517904
58,2025-11,0,2.333,2,0.0,94,272.0,304.0,1,0,5294.000726628905,-0.076555,51.517904
59,2025-11,0,0.0,0,0.0,10,176.0,272.0,2,4,3930.014179372386,-0.072942,51.517904
60,2025-11,0,0.0,0,0.0,15,48.0,64.0,0,5,4594.767339701483,-0.112683,51.520153
61,2025-11,0,0.0,0,0.0,23,512.0,192.0,1,0,5078.08719248086,-0.10907,51.520153
62,2025-11,0,0.0,0,0.0,35,80.0,48.0,1,6,5049.605136938941,-0.105458,51.520153
63,2025-11,0,2.333,2,0.0,53,16.0,80.0,3,0,4306.322758694907,-0.101845,51.520153
64,2025-11,0,9.0,9,0.0,53,112.0,64.0,1,7,6201.923166838686,-0.098232,51.520153
65,2025-11,0,4.667,3,0.1,62,0.0,48.0,0,1,4994.165696003506,-0.094619,51.520153
66,2025-11,0,9.333,6,0.1,40,32.0,96.0,1,1,4465.674757182971,-0.091006,51.520153
67,2025-11,0,0.0,0,0.0,36,48.0,48.0,2,8,4362.68016660346,-0.087394,51.520153
68,2025-11,0,0.0,0,0.0,90,16.0,128.0,1,0,3949.988519273004,-0.083781,51.520153
69,2025-11,0,3.0,3,0.0,72,32.0,128.0,3,4,4114.350392064077,-0.080168,51.520153
70,2025-11,0,0.0,0,0.0,76,144.0,224.0,1,1,4514.52220470101,-0.076555,51.520153
71,2025-11,0,0.0,0,0.0,2,208.0,128.0,3,1,3716.773322011593,-0.072942,51.520153
72,2025-11,0,0.0,0,0.0,0,224.0,96.0,3,3,5800.716006983319,-0.112683,51.522401
73,2025-11,0,0.0,0,0.0,0,128.0,144.0,3,2,6541.270475723095,-0.10907,51.522401
74,2025-11,0,0.0,0,0.0,3,48.0,96.0,0,3,4912.842911034941,-0.105458,51.522401
75,2025-11,0,0.0,0,0.0,21,192.0,144.0,1,2,4067.16197917632,-0.101845,51.522401
76,2025-11,0,7.333,-7,0.0,31,160.0,96.0,0,3,4186.612577165102,-0.098232,51.522401
77,2025-11,0,9.0,1,0.0,38,128.0,80.0,1,0,3842.531609910661,-0.094619,51.522401
78,2025-11,0,0.0,0,0.0,29,80.0,32.0,0,1,4804.3216936903855,-0.091006,51.522401
79,2025-11,0,0.0,0,0.0,14,16.0,48.0,3,2,3210.378683503154,-0.087394,51.522401
80,2025-11,0,0.0,0,0.0,4,32.0,80.0,2,0,4404.320766141274,-0.083781,51.522401
81,2025-11,0,0.0,0,0.0,4,32.0,64.0,0,2,4005.6885579557606,-0.080168,51.522401
82,2025-11,0,0.0,0,0.0,4,80.0,128.0,3,5,4126.597769491193,-0.076555,51.522401
83,2025-11,0,0.0,0,0.0,0,0.0,0.0,0,1,1782.1743899911505,-0.072942,51.522401
0,2025-12,0,0.0,0,0.0,5,0.0,16.0,0,0,486.3832898619621,-0.112683,51.508911
1,2025-12,0,0.0,0,0.0,14,224.0,112.0,0,0,1743.4436845976547,-0.10907,51.508911
2,2025-12,0,0.0,0,0.0,21,0.0,32.0,2,2,2882.081028394153,-0.105458,51.508911
3,2025-12,0,0.0,0,0.0,20,64.0,16.0,0,2,1767.4705532699345,-0.101845,51.508911
4,2025-12,0,0.0,0,0.0,17,64.0,16.0,0,0,1693.9325757767406,-0.098232,51.508911
5,2025-12,0,0.0,0,0.0,34,0.0,64.0,0,1,2117.5008513630705,-0.094619,51.508911
6,2025-12,0,17.333,-11,0.364,26,0.0,0.0,2,0,1274.0807724673782,-0.091006,51.508911
7,2025-12,0,0.0,0,0.0,84,48.0,64.0,1,3,4077.1109004234677,-0.087394,51.508911
8,2025-12,0,7.667,1,0.0,66,0.0,16.0,1,0,3515.835855448563,-0.083781,51.508911
9,2025-12,1,11.667,0,0.273,91,64.0,240.0,4,2,4529.994665175652,-0.080168,51.508911
10,2025-12,0,2.333,0,0.0,47,64.0,16.0,0,5,4919.100496102833,-0.076555,51.508911
11,2025-12,0,0.0,0,0.0,34,0.0,80.0,1,1,4698.820840322538,-0.072942,51.508911
12,2025-12,0,0.0,0,0.0,12,16.0,32.0,0,3,3394.742433326478,-0.112683,51.511159
13,2025-12,0,3.0,2,0.0,28,0.0,16.0,0,2,2656.724682326329,-0.10907,51.511159
14,2025-12,0,11.0,1,0.091,51,0.0,32.0,0,3,5268.512014959823,-0.105458,51.511159
15,2025-12,0,6.333,1,0.0,48,32.0,48.0,0,4,5270.596898603702,-0.101845,51.511159
16,2025-12,0,3.667,0,0.0,74,16.0,64.0,0,2,4825.660292603709,-0.098232,51.511159
17,2025-12,0,5.667,0,0.0,95,16.0,96.0,1,3,5834.778735026155,-0.094619,51.511159
18,2025-12,0,16.667,-4,0.273,109,48.0,176.0,4,5,5731.312320147181,-0.091006,51.511159
19,2025-12,1,8.333,-3,0.091,142,80.0,224.0,7,12,6752.066155706512,-0.087394,51.511159
20,2025-12,1,44.667,-2,1.0,78,432.0,656.0,9,7,4463.054978279923,-0.083781,51.511159
21,2025-12,0,7.0,-1,0.0,148,176.0,304.0,6,0,4254.493905766637,-0.080168,51.511159
22,2025-12,1,19.333,11,0.818,66,80.0,288.0,8,5,5202.287362615168,-0.076555,51.511159
23,2025-12,0,2.667,-1,0.0,71,16.0,32.0,1,2,4666.905253155827,-0.072942,51.511159
24,2025-12,0,0.0,0,0.0,14,48.0,80.0,2,1,3829.987626692085,-0.112683,51.513408
25,2025-12,0,7.667,-1,0.0,28,96.0,192.0,1,3,4689.39736924572,-0.10907,51.513408
26,2025-12,0,14.0,-3,0.0,53,128.0,112.0,6,4,5487.727279547419,-0.105458,51.513408
27,2025-12,1,26.667,-7,1.0,58,112.0,96.0,0,5,5233.185372707451,-0.101845,51.513408
